year_month,mean_price,tx_count,item_id,asset_type,score_ch1,score_ch2,score_ch3,score_ch4,score_ch5,price_direction,price_vs_ma3,price_chg_lag1,price_chg_lag2,price_chg_lag3
2022-02,2077.54,1,sneakers_travis,sneakers,18.0,0.0,0.0,-0.8853,-0.031372,1,1.009685994916432,,,
2022-03,2031.88,1,sneakers_travis,sneakers,19.2,0.0,0.0,0.3054,-0.001912,0,0.9916285728229572,0.019561462054885848,,
2022-04,2006.52,1,sneakers_travis,sneakers,21.0,0.0,0.0,-0.3654,-0.04074,0,0.9842411796060785,-0.021977916189339197,0.019561462054885848,
2022-05,1960.87,1,sneakers_travis,sneakers,20.4,0.0,0.0,0.3108,-0.022403,0,0.9805543007732606,-0.012481052030631767,-0.021977916189339197,0.019561462054885848
2022-06,1870.29,1,sneakers_travis,sneakers,21.5,0.285714,0.002528,1.2712,-0.016165,0,0.9611472365734333,-0.022750832286745237,-0.012481052030631767,-0.021977916189339197
2022-07,1803.62,2,sneakers_travis,sneakers,45.0,0.0,0.0,0.4492,0.022787,0,0.9602610927134688,-0.04619378133175578,-0.022750832286745237,-0.012481052030631767
2022-08,1780.43,1,sneakers_travis,sneakers,29.0,0.0,0.0,-0.0126,-0.001836,0,0.9792733859642047,-0.03564687829160185,-0.04619378133175578,-0.022750832286745237
2022-09,1751.45,1,sneakers_travis,sneakers,29.2,0.0,0.0,-1.3588,-0.012197,0,0.9847905538375036,-0.012857475521451223,-0.03564687829160185,-0.04619378133175578
2022-10,1749.28,1,sneakers_travis,sneakers,27.4,0.0,0.0,-0.4726,-0.025876,0,0.9936907800558968,-0.016276966800155,-0.012857475521451223,-0.03564687829160185
2022-11,1765.22,1,sneakers_travis,sneakers,27.5,0.371429,0.001408,-1.4074,-0.047742,1,1.0056419069683533,-0.0012389734220218385,-0.016276966800155,-0.012857475521451223
2022-12,1731.16,1,sneakers_travis,sneakers,53.2,0.285714,0.002507,-1.4288,0.025393,0,0.9900527293038436,0.009112320497576265,-0.0012389734220218385,-0.016276966800155
2023-01,1779.71,2,sneakers_travis,sneakers,32.2,0.742857,-0.000354,-1.9903,-0.047435,1,1.0119482419746442,-0.019295045376780173,0.009112320497576265,-0.0012389734220218385
